,Unnamed: 0,Pvm.,Aika,Ottelu,Linkit,Tulos,Unnamed: 6,Yleisöä
224,225,,18:30,SaiPa  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,2 — 7,,3186
225,226,,18:30,Sport  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,3 — 6,,3248
226,227,,18:30,Ässät  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,3607
227,228,Ti 18.12.2018,18:30,HPK  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,VL,3524
228,229,,18:30,Jukurit  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,JA,2398
229,230,,18:30,KalPa  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,2 — 5,,3130
230,231,,18:30,Kärpät  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,JA,4363
231,232,,18:30,SaiPa  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,0 — 2,,2602
232,233,,18:30,Tappara  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,4488
233,234,,18:30,Ässät  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,3625
234,235,To 20.12.2018,18:30,KooKoo  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 4,,3151
235,236,,18:30,Lukko  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,3108
236,237,,18:30,Sport  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,JA,2423
237,238,,18:30,TPS  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,5923
238,239,Pe 21.12.2018,18:30,HIFK  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,7130
239,240,,18:30,Ilves  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,4202
240,241,,18:30,JYP  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,JA,3508
241,242,,18:30,KalPa  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,4 — 1,,3107
242,243,,18:30,Pelicans  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,3382
243,244,,18:30,SaiPa  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 0,,2581
244,245,Ke 26.12.2018,17:00,Jukurit  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,VL,2645
245,246,,18:30,Ilves  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,VL,7300
246,247,,18:30,KooKoo  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,1 — 0,,4090
247,248,,18:30,Pelicans  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,4886
248,249,,18:30,Sport  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,3091
249,250,,18:30,TPS  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,VL,5175
250,251,,19:30,Kärpät  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,6 — 2,,5451
251,252,Pe 28.12.2018,18:30,HIFK  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,1 — 0,,7209
252,253,,18:30,HPK  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,5 — 4,JA,4121
253,254,,18:30,Jukurit  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,,2788
254,255,,18:30,SaiPa  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,3404
255,256,,18:30,Tappara  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,1 — 5,,6591
256,257,,18:30,TPS  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,,4231
257,258,,18:30,Ässät  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,0 — 1,,6350
258,259,La 29.12.2018,17:00,Ilves  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,5088
259,260,,17:00,JYP  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,4027
260,261,,17:00,Kärpät  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,6200
261,262,,17:00,Sport  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,6 — 5,JA,3945
262,263,,18:30,KooKoo  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,1 — 4,,3249
263,264,,18:30,Lukko  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,4700
264,265,Ke 2.1.2019,18:30,Ilves  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,4 — 5,JA,4325
265,266,,18:30,Jukurit  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,,2603
266,267,To 3.1.2019,18:30,Lukko  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,2862
267,268,,18:30,Pelicans  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,3483
268,269,,18:30,TPS  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,0 — 4,,4014
269,270,Pe 4.1.2019,18:30,HIFK  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,7823
270,271,,18:30,HPK  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,5 — 1,,3998
271,272,,18:30,Ilves  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,JA,4255
272,273,,18:30,KalPa  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,4206
273,274,La 5.1.2019,17:00,JYP  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,3920
274,275,,17:00,KooKoo  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,1 — 6,,5577
275,276,,17:00,Kärpät  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,4666
276,277,,17:00,SaiPa  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 6,,4003
277,278,,17:00,Sport  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,5 — 6,,3827
278,279,,17:00,Tappara  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,4689
279,280,,17:00,Ässät  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,,3854
280,281,Ke 9.1.2019,18:30,Kärpät  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,5 — 1,,4002
281,282,,18:30,Tappara  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,4 — 1,,4015
282,283,To 10.1.2019,18:30,Lukko  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,4 — 5,VL,3458
283,284,Pe 11.1.2019,18:30,HIFK  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,6908
284,285,,18:30,Ilves  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,,4818
285,286,,18:30,JYP  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,JA,3596
286,287,,18:30,Pelicans  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,,4167
287,288,,18:30,Sport  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,4163
288,289,,18:30,TPS  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,2 — 4,,8076
289,290,La 12.1.2019,16:00,Tappara  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,4579
290,291,,17:00,HPK  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,,4381
291,292,,17:00,Jukurit  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 5,,3448
292,293,,17:00,KooKoo  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,0 — 5,,2894
293,294,,17:00,Kärpät  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,3 — 0,,5142
294,295,,17:00,Ässät  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,4 — 5,VL,3616
295,296,,18:30,KalPa  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,,4314
296,297,Ti 15.1.2019,18:30,HIFK  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,VL,6636
297,298,Ke 16.1.2019,18:30,TPS  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,,4473
298,299,To 17.1.2019,18:30,HIFK  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,JA,6947
299,300,,18:30,HPK  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,3623
300,301,,18:30,Ilves  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,1 — 4,,4494
301,302,,18:30,Ässät  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,JA,3542
302,303,Pe 18.1.2019,18:30,JYP  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,4437
303,304,,18:30,KooKoo  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,2515
304,305,,18:30,Pelicans  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,3 — 0,,4427
305,306,,18:30,SaiPa  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,4 — 7,,3357
306,307,La 19.1.2019,16:00,Lukko  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,4158
307,308,,16:00,TPS  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,4 — 1,,4559
308,309,,17:00,KalPa  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,5 — 6,JA,3829
309,310,,17:00,KooKoo  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,4 — 0,,3112
310,311,,17:00,Kärpät  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,,5332
311,312,,17:00,Tappara  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,2 — 4,,5766
312,313,Ti 22.1.2019,18:30,Tappara  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,4 — 1,,4232
313,314,Ke 23.1.2019,18:30,Ilves  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,6 — 5,JA,4127
314,315,,18:30,Lukko  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,0 — 4,,3402
315,316,,18:30,SaiPa  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,2776
316,317,,18:30,Sport  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,4 — 7,,2709
317,318,To 24.1.2019,18:30,Tappara  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,2 — 0,,4309
318,319,Pe 25.1.2019,18:30,HPK  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,1 — 5,,4002
319,320,,18:30,Jukurit  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,2774
320,321,,18:30,JYP  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,4073
321,322,,18:30,KooKoo  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,JA,3776
322,323,,18:30,SaiPa  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,JA,2621
323,324,,18:30,Ässät  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,1 — 4,,3839
324,325,La 26.1.2019,16:00,HIFK  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,4 — 0,,8071
325,326,,17:00,Ilves  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,5104
326,327,,17:00,KalPa  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,VL,3506
327,328,,17:00,Kärpät  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,1 — 3,,5525
328,329,,17:00,TPS  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,5467
329,330,,18:30,Lukko  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,JA,3385
330,331,,20:00,Pelicans  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,VL,4860
331,332,Ti 29.1.2019,18:30,KalPa  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,2 — 4,,2761
332,333,Ke 30.1.2019,18:30,JYP  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,,3427
333,334,,18:30,KooKoo  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,VL,2512
334,335,,18:30,Pelicans  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,2 — 6,,3944
335,336,,18:30,Sport  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,6 — 1,,2829
336,337,,18:30,Ässät  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,0 — 5,,3855
337,338,To 31.1.2019,18:30,HIFK  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,,6772
338,339,Pe 1.2.2019,18:30,HPK  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,5 — 3,,4089
339,340,,18:30,Jukurit  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,0 — 1,JA,2821
340,341,,18:30,Lukko  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,2 — 0,,4102
341,342,,18:30,Sport  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,,2937
342,343,,18:30,Tappara  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,1 — 4,,7300
343,344,,18:30,TPS  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,JA,7843
344,345,La 2.2.2019,17:00,Ilves  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,JA,6529
345,346,,17:00,JYP  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,1 — 0,,3813
346,347,,17:00,Kärpät  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,7 — 1,,6200
347,348,,17:00,Ässät  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,,3415
348,349,,18:30,Pelicans  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,7 — 1,,4806
349,350,,18:30,SaiPa  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,3658
350,351,Ke 6.2.2019,18:30,Ilves  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,4114
351,352,,18:30,Jukurit  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,VL,2490
352,353,,18:30,JYP  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,6 — 2,,3507
353,354,,18:30,KooKoo  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,2 — 4,,2644
354,355,,18:30,Kärpät  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,4617
355,356,,18:30,SaiPa  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,VL,2645
356,357,Pe 8.2.2019,18:30,HIFK  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,0 — 2,,8200
357,358,,18:30,Jukurit  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,4 — 1,,2568
358,359,,18:30,KalPa  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,4 — 5,JA,3634
359,360,,18:30,SaiPa  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,JA,3022
360,361,,18:30,Sport  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,3007
361,362,,18:30,Tappara  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,5 — 1,,4316
362,363,,18:30,TPS  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,5580
363,364,Ti 12.2.2019,18:30,Kärpät  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,4 — 2,,5743
364,365,,18:30,Lukko  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,4217
365,366,Ke 13.2.2019,18:30,HIFK  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,6501
366,367,,18:30,TPS  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,4 — 1,,5031
367,368,,18:30,Ässät  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,JA,3802
368,369,To 14.2.2019,18:30,Lukko  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,8 — 1,,4126
369,370,Pe 15.2.2019,18:30,KalPa  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,7 — 2,,3208
370,371,,18:30,Pelicans  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,9 — 4,,5021
371,372,,18:30,SaiPa  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,7 — 2,,3061
372,373,,18:30,Tappara  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,6551
373,374,La 16.2.2019,17:00,HPK  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,JA,5024
374,375,,17:00,Ilves  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,5 — 2,,6103
375,376,,17:00,Jukurit  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,5 — 4,VL,2649
376,377,,17:00,JYP  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,JA,4437
377,378,,17:00,KooKoo  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,JA,3621
378,379,,17:00,Ässät  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,1 — 3,,4059
379,380,,18:30,Lukko  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,2 — 5,,4700
380,381,Ke 20.2.2019,18:30,HPK  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,,3643
381,382,,18:30,KalPa  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,2 — 5,,3756
382,383,,18:30,KooKoo  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,JA,2744
383,384,,18:30,Kärpät  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,6 — 1,,6085
384,385,,18:30,Sport  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,JA,3380
385,386,,18:30,Ässät  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,,3579
386,387,Pe 22.2.2019,18:30,HIFK  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,7578
387,388,,18:30,Ilves  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,1 — 3,,7300
388,389,,18:30,JYP  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,2 — 1,,3771
389,390,,18:30,Lukko  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,,4224
390,391,,18:30,Pelicans  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,6 — 3,,4297
391,392,,18:30,SaiPa  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,2 — 5,,3739
392,393,,18:30,Sport  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,,2834
393,394,La 23.2.2019,17:00,HPK  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,JA,4049
394,395,,17:00,KooKoo  -  Kärpät,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,3131
395,396,,17:00,Tappara  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,5 — 0,,6001
396,397,,17:00,TPS  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,2 — 0,,6342
397,398,,18:30,Jukurit  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,4 — 3,VL,3107
398,399,,18:30,Ässät  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,2 — 6,,4415
399,400,Ti 26.2.2019,18:30,JYP  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,3 — 6,,4032
400,401,Ke 27.2.2019,18:30,KalPa  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,3 — 4,,3119
401,402,,18:30,Kärpät  -  HPK,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,,5019
402,403,,18:30,SaiPa  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,,3578
403,404,,18:30,Tappara  -  Sport,Kokoonpanot  |  Seuranta  | Tilastot,2 — 4,,4492
404,405,,18:30,TPS  -  Pelicans,Kokoonpanot  |  Seuranta  | Tilastot,3 — 6,,4892
405,406,Pe 1.3.2019,18:30,Ilves  -  KalPa,Kokoonpanot  |  Seuranta  | Tilastot,4 — 1,,5388
406,407,,18:30,Jukurit  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,2 — 3,JA,2691
407,408,,18:30,JYP  -  Tappara,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,VL,4437
408,409,,18:30,KooKoo  -  Ässät,Kokoonpanot  |  Seuranta  | Tilastot,5 — 1,,2802
409,410,,18:30,Lukko  -  HIFK,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,,4073
410,411,,18:30,Sport  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,1 — 2,,3048
411,412,La 2.3.2019,17:00,HIFK  -  Ilves,Kokoonpanot  |  Seuranta  | Tilastot,3 — 1,,8200
412,413,,17:00,KalPa  -  TPS,Kokoonpanot  |  Seuranta  | Tilastot,2 — 0,,3281
413,414,,17:00,Pelicans  -  JYP,Kokoonpanot  |  Seuranta  | Tilastot,7 — 2,,4900
414,415,,17:00,Tappara  -  Jukurit,Kokoonpanot  |  Seuranta  | Tilastot,2 — 0,,4762
415,416,,18:00,Kärpät  -  SaiPa,Kokoonpanot  |  Seuranta  | Tilastot,3 — 2,,6192
416,417,,18:30,HPK  -  KooKoo,Kokoonpanot  |  Seuranta  | Tilastot,5 — 4,VL,3735
417,418,,18:30,Ässät  -  Lukko,Kokoonpanot  |  Seuranta  | Tilastot,5 — 4,VL,5574
418,419,Ti 5.3.2019,18:30,HPK  -  TPS,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
419,420,Ke 6.3.2019,18:30,HIFK  -  Pelicans,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
420,421,,18:30,Jukurit  -  SaiPa,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
421,422,,18:30,JYP  -  KalPa,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
422,423,,18:30,Tappara  -  Ässät,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
423,424,,18:30,TPS  -  Lukko,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
424,425,Pe 8.3.2019,18:30,HPK  -  HIFK,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
425,426,,18:30,JYP  -  Kärpät,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
426,427,,18:30,KooKoo  -  Tappara,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
427,428,,18:30,Pelicans  -  Ilves,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
428,429,,18:30,Sport  -  Ässät,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
429,430,La 9.3.2019,17:00,HIFK  -  TPS,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
430,431,,17:00,Ilves  -  HPK,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
431,432,,17:00,Jukurit  -  Kärpät,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
432,433,,17:00,KalPa  -  Pelicans,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
433,434,,17:00,Ässät  -  Sport,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
434,435,,18:00,SaiPa  -  JYP,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
435,436,,18:30,Lukko  -  KooKoo,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
436,437,Ti 12.3.2019,18:30,KooKoo  -  JYP,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
437,438,,18:30,Kärpät  -  Pelicans,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
438,439,,18:30,Lukko  -  Jukurit,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
439,440,,18:30,SaiPa  -  KalPa,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
440,441,,18:30,Sport  -  TPS,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
441,442,,18:30,Tappara  -  HIFK,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
442,443,,18:30,Ässät  -  Ilves,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
443,444,To 14.3.2019,18:30,HIFK  -  Ässät,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
444,445,,18:30,HPK  -  Tappara,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
445,446,,18:30,Ilves  -  Lukko,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
446,447,,18:30,Jukurit  -  KooKoo,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
447,448,,18:30,KalPa  -  Kärpät,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
448,449,,18:30,Pelicans  -  Sport,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
449,450,,18:30,TPS  -  SaiPa,Osta lippuja |  Kokoonpanot  |  Seuranta,-,,-
